,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,Sigmoid_Index
X_Minimum,1.0,0.9883135382418737,0.0418213028570083,0.041806513508173125,-0.30732175602858514,-0.2589373775673272,-0.11875736838378745,-0.3390453935872998,0.23763715423388804,-0.07555434859538933,0.316662417171781,0.1443194817950369,-0.1443194817950373,0.1366250707141548,0.2780748920076089,-0.19846084668487407,0.06365785256757979,-0.3611595081415712,0.15477815308003723,0.3679074119253447,0.1472817613946378,-0.4285528500187181,-0.4379438588327599,-0.3268505449478344,0.17858537224369903,-0.031577765503683984,-0.3552512948912479
X_Maximum,0.9883135382418737,1.0,0.05214734904686419,0.05213515365348135,-0.22539928206568557,-0.18632605795719984,-0.09013767745307133,-0.24705206813971411,0.16864949665063397,-0.06239155597361318,0.2993902731139173,0.11200886650356463,-0.11200886650356498,0.1061188525424701,0.24284634360231228,-0.1526802366255785,0.048575006627527104,-0.21493040192569962,0.1492586946209656,0.2719147995978896,0.09925289191986876,-0.3321691366537267,-0.32401179353713605,-0.2659901048780608,0.11501939195062792,-0.03899615325442293,-0.28673594605486113
Y_Minimum,0.0418213028570083,0.05214734904686419,1.0,0.9999999727104758,0.01766976569308082,0.023843167766841547,0.024150083595945608,0.007362207603148978,-0.06570258475713635,-0.06778510114072249,-0.049210774042849834,0.07516362958560269,-0.07516362958560285,-0.2076404216644372,0.02131418730772105,-0.04311714972173334,-0.006134874697803836,0.0541645754722597,0.06608495951406859,-0.036543193505608355,-0.06291133867377545,0.04495179734912617,0.07040628826100392,-0.008441981568999205,-0.08649690533239977,-0.0906535328999638,0.025257090712401536
Y_Maximum,0.041806513508173125,0.05213515365348135,0.9999999727104758,1.0,0.017840348622856356,0.024038110670896864,0.0243804003489099,0.007498850329336101,-0.06573308939835372,-0.06777582283062972,-0.04921918035228651,0.07515065812269309,-0.07515065812269327,-0.20764424570557494,0.02129961979196387,-0.04308531740076202,-0.006151853205608765,0.054184890541139556,0.06605108585636156,-0.03654914201467242,-0.06290148305420841,0.044993591578307374,0.07043180589965006,-0.008381839934633584,-0.08647970959562527,-0.09066582344886659,0.025283890572591512
Pixels_Areas,-0.30732175602858514,-0.22539928206568557,0.01766976569308082,0.017840348622856356,1.0,0.9666440704235097,0.827199212424964,0.9789516167596541,-0.49720441745693345,0.11006254103661302,-0.15585258381677228,-0.23559130693363456,0.23559130693363461,-0.18373508633467178,-0.275288500902352,0.2728082183208293,0.017865471832293412,0.5886057985311881,-0.29467300549686676,-0.46357144694189023,-0.10965457140119057,0.6502338888861391,0.6030718660113871,0.5783424527436389,-0.13760365822349566,-0.04344876767523971,0.422947492506088
X_Perimeter,-0.2589373775673272,-0.18632605795719984,0.023843167766841547,0.024038110670896864,0.9666440704235097,1.0,0.9124364588883543,0.9129558373881628,-0.4004273675665709,0.11136303762823162,-0.13423998853205424,-0.18925006984943069,0.18925006984943082,-0.14771168657693143,-0.22758992848334017,0.3063477424435086,0.004506930949145655,0.5170984199946799,-0.2930386918805436,-0.4120995114797354,-0.07910554661073126,0.5630358996729112,0.5247155027016435,0.523471521431766,-0.10173110300706406,-0.032616544487170725,0.3806049474380562
Y_Perimeter,-0.11875736838378745,-0.09013767745307133,0.024150083595945608,0.0243804003489099,0.827199212424964,0.9124364588883543,1.0,0.7048757348285504,-0.21375822483166798,0.061808673536996483,-0.06382464521534495,-0.09515373031351342,0.09515373031351358,-0.058888802915430326,-0.11123992942868698,0.18882466210514914,-0.04751137008748549,0.20916015488147968,-0.19516230443676502,-0.1367226590105245,0.013438174163021828,0.2940397943469084,0.22848484482541817,0.3443776857045844,0.03138134131983975,-0.04777752494519613,0.19177198364622275
Sum_of_Luminosity,-0.3390453935872998,-0.24705206813971411,0.007362207603148978,0.007498850329336101,0.9789516167596541,0.9129558373881628,0.7048757348285504,1.0,-0.540565938144582,0.13651525054550537,-0.16933074626738817,-0.26363192477388275,0.263631924773883,-0.2048115850285184,-0.30145246969663586,0.29369098430203694,0.04960697376513597,0.6583389125569868,-0.32772835070251144,-0.5297454017354897,-0.12108980835696125,0.7121281148463682,0.6677364568061362,0.6187950750071081,-0.15848300208936708,-0.014066927055316411,0.46424832768169927
Minimum_of_Luminosity,0.23763715423388804,0.16864949665063397,-0.06570258475713635,-0.06573308939835372,-0.49720441745693345,-0.4004273675665709,-0.21375822483166798,-0.540565938144582,1.0,0.42960457671395935,-0.023579317708924512,0.04204828010920214,-0.042048280109202224,0.10339281501973742,0.3589153855849862,-0.04411131356077381,0.06674774860049876,-0.4875738349147841,0.2522558026730479,0.3166097651240313,0.03546195314978956,-0.6787616892432192,-0.5676545152208402,-0.5882075204034838,0.05712253064740825,0.6695339023661189,-0.5147965377846379
Maximum_of_Luminosity,-0.07555434859538933,-0.06239155597361318,-0.06778510114072249,-0.06777582283062972,0.11006254103661302,0.11136303762823162,0.061808673536996483,0.13651525054550537,0.42960457671395935,1.0,-0.09800885349049193,-0.2163387186891855,0.21633871868918542,-0.1283965087751901,0.1496746890690444,0.03142527372954185,0.06551749521430437,0.09929986367588213,0.0935220185826184,-0.1674408025098461,-0.12403855701552396,0.0076719614438729095,0.0928227670377741,-0.06952231559058918,-0.1697473590994037,0.8701602321901967,-0.03965128520067033
Length_of_Conveyer,0.316662417171781,0.2993902731139173,-0.049210774042849834,-0.04921918035228651,-0.15585258381677228,-0.13423998853205424,-0.06382464521534495,-0.16933074626738817,-0.023579317708924512,-0.09800885349049193,1.0,0.37854249410708146,-0.37854249410708185,0.21476887574043607,0.13515216852013112,-0.23060069357661087,0.0736940705719772,-0.21741688042705504,0.1235851857508929,0.23573196599331706,0.12866342617773247,-0.19324723985774855,-0.21997311074437143,-0.15705714671295437,0.12071547418785979,-0.149768537067084,-0.19754256365854578
TypeOfSteel_A300,0.1443194817950369,0.11200886650356463,0.07516362958560269,0.07515065812269309,-0.23559130693363456,-0.18925006984943069,-0.09515373031351342,-0.26363192477388275,0.04204828010920214,-0.2163387186891855,0.37854249410708146,1.0,-0.9999999999999999,0.1256490740521798,0.11213981452234785,-0.09195352323997531,0.16415618237162058,-0.24476548172124718,0.17383618000542414,0.2406336654651144,0.022142258521537627,-0.32961429939580283,-0.2669548755019626,-0.311796194610772,0.010629991901421734,-0.25281841691522994,-0.30890963223812823
TypeOfSteel_A400,-0.1443194817950373,-0.11200886650356498,-0.07516362958560285,-0.07515065812269327,0.23559130693363461,0.18925006984943082,0.09515373031351358,0.263631924773883,-0.042048280109202224,0.21633871868918542,-0.37854249410708185,-0.9999999999999999,1.0,-0.12564907405217995,-0.11213981452234817,0.0919535232399755,-0.1641561823716209,0.24476548172124715,-0.17383618000542458,-0.2406336654651143,-0.022142258521537273,0.32961429939580306,0.2669548755019625,0.3117961946107723,-0.010629991901421535,0.2528184169152298,0.3089096322381282
Steel_Plate_Thickness,0.1366250707141548,0.1061188525424701,-0.2076404216644372,-0.20764424570557494,-0.18373508633467178,-0.14771168657693143,-0.058888802915430326,-0.2048115850285184,0.10339281501973742,-0.1283965087751901,0.21476887574043607,0.1256490740521798,-0.12564907405217995,1.0,0.063448804624328,0.012525675709955516,-0.124381924921428,-0.22835162277002205,-0.07740837852811153,0.2519849146811495,0.2212436481131439,-0.17663907461383738,-0.2528218716356293,-0.037287458651802254,0.2740968660215183,-0.11649908774408249,-0.08515915863163379
Edges_Index,0.2780748920076089,0.24284634360231228,0.02131418730772105,0.02129961979196387,-0.275288500902352,-0.22758992848334017,-0.11123992942868698,-0.30145246969663586,0.3589153855849862,0.1496746890690444,0.13515216852013112,0.11213981452234785,-0.11213981452234817,0.063448804624328,1.0,-0.18073930613398548,0.14949812712340096,-0.29650964059036145,0.250178455752309,0.285302472485908,0.008282368611859964,-0.4086188985354225,-0.35585261545572205,-0.3719888553512924,0.020547582431234647,0.20751594542595234,-0.3300058052190191
Empty_Index,-0.19846084668487407,-0.1526802366255785,-0.04311714972173334,-0.04308531740076202,0.2728082183208293,0.3063477424435086,0.18882466210514914,0.29369098430203694,-0.04411131356077381,0.03142527372954185,-0.23060069357661087,-0.09195352323997531,0.0919535232399755,0.012525675709955516,-0.18073930613398548,1.0,-0.07643888643886966,0.3349958031509472,-0.3893419325757296,-0.4598001021961289,-0.16529272392974384,0.35668497430123497,0.4488643392841322,0.3972888244291617,-0.1394196405391791,0.06160841741023764,0.4817378392858934
Square_Index,0.06365785256757979,0.048575006627527104,-0.006134874697803836,-0.006151853205608765,0.017865471832293412,0.004506930949145655,-0.04751137008748549,0.04960697376513597,0.06674774860049876,0.06551749521430437,0.0736940705719772,0.16415618237162058,-0.1641561823716209,-0.124381924921428,0.14949812712340096,-0.07643888643886966,1.0,-0.11362695793496745,0.2427794719701517,0.08148848597209757,-0.06991256432870158,-0.18934045529842888,-0.08284640719329782,-0.25766097881340616,-0.1620341291641464,0.11197662081800978,-0.2922514544723153
Outside_X_Index,-0.3611595081415712,-0.21493040192569962,0.0541645754722597,0.054184890541139556,0.5886057985311881,0.5170984199946799,0.20916015488147968,0.6583389125569868,-0.4875738349147841,0.09929986367588213,-0.21741688042705504,-0.24476548172124718,0.24476548172124715,-0.22835162277002205,-0.29650964059036145,0.3349958031509472,-0.11362695793496745,1.0,-0.07666305193737341,-0.6898674595857495,-0.3371731699497002,0.7108369813421687,0.8202232538794388,0.46485976593488754,-0.44035774651306353,-0.03572124089854829,0.518909684915166
Edges_X_Index,0.15477815308003723,0.1492586946209656,0.06608495951406859,0.06605108585636156,-0.29467300549686676,-0.2930386918805436,-0.19516230443676502,-0.32772835070251144,0.2522558026730479,0.0935220185826184,0.1235851857508929,0.17383618000542414,-0.17383618000542458,-0.07740837852811153,0.250178455752309,-0.3893419325757296,0.2427794719701517,-0.07666305193737341,1.0,0.10814385173116861,-0.41938334285637213,-0.4962062487425183,-0.18926196860252587,-0.7488920434747801,-0.5503015556447775,0.12646015735930902,-0.5584261949702797
Edges_Y_Index,0.3679074119253447,0.2719147995978896,-0.036543193505608355,-0.03654914201467242,-0.46357144694189023,-0.4120995114797354,-0.1367226590105245,-0.5297454017354897,0.3166097651240313,-0.1674408025098461,0.23573196599331706,0.2406336654651144,-0.2406336654651143,0.2519849146811495,0.285302472485908,-0.4598001021961289,0.08148848597209757,-0.6898674595857495,0.10814385173116861,1.0,0.5375651535217936,-0.6429913356951952,-0.8554137483274239,-0.3218920913483975,0.658049389055825,-0.09436766821724923,-0.5453931589063812
Outside_Global_Index,0.1472817613946378,0.09925289191986876,-0.06291133867377545,-0.06290148305420841,-0.10965457140119057,-0.07910554661073126,0.013438174163021828,-0.12108980835696125,0.03546195314978956,-0.12403855701552396,0.12866342617773247,0.022142258521537627,-0.022142258521537273,0.2212436481131439,0.008282368611859964,-0.16529272392974384,-0.06991256432870158,-0.3371731699497002,-0.41938334285637213,0.5375651535217936,1.0,-0.09776161949170042,-0.4280598668168556,0.24189806371326433,0.8626696996945517,-0.1223213028841363,-0.053770346636964055
LogOfAreas,-0.4285528500187181,-0.3321691366537267,0.04495179734912617,0.044993591578307374,0.6502338888861391,0.5630358996729112,0.2940397943469084,0.7121281148463682,-0.6787616892432192,0.0076719614438729095,-0.19324723985774855,-0.32961429939580283,0.32961429939580306,-0.17663907461383738,-0.4086188985354225,0.35668497430123497,-0.18934045529842888,0.7108369813421687,-0.4962062487425183,-0.6429913356951952,-0.09776161949170042,1.0,0.8889193995365827,0.8829740845525123,-0.12389829865876824,-0.17587870710731127,0.8777683078285751
Log_X_Index,-0.4379438588327599,-0.32401179353713605,0.07040628826100392,0.07043180589965006,0.6030718660113871,0.5247155027016435,0.22848484482541817,0.6677364568061362,-0.5676545152208402,0.0928227670377741,-0.21997311074437143,-0.2669548755019626,0.2669548755019625,-0.2528218716356293,-0.35585261545572205,0.4488643392841322,-0.08284640719329782,0.8202232538794388,-0.18926196860252587,-0.8554137483274239,-0.4280598668168556,0.8889193995365827,1.0,0.5986515664647809,-0.5366287181169619,-0.064923128436082,0.7573426482200969
Log_Y_Index,-0.3268505449478344,-0.2659901048780608,-0.008441981568999205,-0.008381839934633584,0.5783424527436389,0.523471521431766,0.3443776857045844,0.6187950750071081,-0.5882075204034838,-0.06952231559058918,-0.15705714671295437,-0.311796194610772,0.3117961946107723,-0.037287458651802254,-0.3719888553512924,0.3972888244291617,-0.25766097881340616,0.46485976593488754,-0.7488920434747801,-0.3218920913483975,0.24189806371326433,0.8829740845525123,0.5986515664647809,1.0,0.3167924787346453,-0.21910951023789837,0.838187844063461
Orientation_Index,0.17858537224369903,0.11501939195062792,-0.08649690533239977,-0.08647970959562527,-0.13760365822349566,-0.10173110300706406,0.03138134131983975,-0.15848300208936708,0.05712253064740825,-0.1697473590994037,0.12071547418785979,0.010629991901421734,-0.010629991901421535,0.2740968660215183,0.020547582431234647,-0.1394196405391791,-0.1620341291641464,-0.44035774651306353,-0.5503015556447775,0.658049389055825,0.8626696996945517,-0.12389829865876824,-0.5366287181169619,0.3167924787346453,1.0,-0.15346418825545957,-0.02397802485823326
Luminosity_Index,-0.031577765503683984,-0.03899615325442293,-0.0906535328999638,-0.09066582344886659,-0.04344876767523971,-0.032616544487170725,-0.04777752494519613,-0.014066927055316411,0.6695339023661189,0.8701602321901967,-0.149768537067084,-0.25281841691522994,0.2528184169152298,-0.11649908774408249,0.20751594542595234,0.06160841741023764,0.11197662081800978,-0.03572124089854829,0.12646015735930902,-0.09436766821724923,-0.1223213028841363,-0.17587870710731127,-0.064923128436082,-0.21910951023789837,-0.15346418825545957,1.0,-0.1848403459056843
Sigmoid_Index,-0.3552512948912479,-0.28673594605486113,0.025257090712401536,0.025283890572591512,0.422947492506088,0.3806049474380562,0.19177198364622275,0.46424832768169927,-0.5147965377846379,-0.03965128520067033,-0.19754256365854578,-0.30890963223812823,0.3089096322381282,-0.08515915863163379,-0.3300058052190191,0.4817378392858934,-0.2922514544723153,0.518909684915166,-0.5584261949702797,-0.5453931589063812,-0.053770346636964055,0.8777683078285751,0.7573426482200969,0.838187844063461,-0.02397802485823326,-0.1848403459056843,1.0
